vocabulary_id,sentence_id
da9599ec-4be0-4595-b3ac-688a25efb0f4,bca5885a-c6d3-48d3-afab-121e86e96da1
da9599ec-4be0-4595-b3ac-688a25efb0f4,623db3d4-5e40-43e6-90b1-a9254ff8d8ff
da9599ec-4be0-4595-b3ac-688a25efb0f4,5dc8d182-f1e7-4716-b531-996226ecb8db
da9599ec-4be0-4595-b3ac-688a25efb0f4,923ded9d-11ca-4732-9dd5-5e03c99f3d13
da9599ec-4be0-4595-b3ac-688a25efb0f4,1dc7a467-fe0a-4c7b-827b-1cae709985a6
137d8c81-94d8-41ea-a835-793edcff8eaa,7243f2b5-a482-404d-ac29-664bc6511c47
137d8c81-94d8-41ea-a835-793edcff8eaa,afb17839-416e-414f-891d-67d8ee4e4760
137d8c81-94d8-41ea-a835-793edcff8eaa,2b221390-e9d0-47c0-b45f-2351475f2384
137d8c81-94d8-41ea-a835-793edcff8eaa,28c2db42-d7eb-474f-9232-90dcf3927497
137d8c81-94d8-41ea-a835-793edcff8eaa,799dd886-e40a-4e1f-af86-7b93e18f9dfe
5f5e58ac-9601-413c-af80-12bcae1b9019,3581aa54-d561-496e-a28c-3418bf0c19da
5f5e58ac-9601-413c-af80-12bcae1b9019,a67e8531-d366-4255-a1bb-3fa233a9c425
5f5e58ac-9601-413c-af80-12bcae1b9019,ffdacbbd-853c-407d-9d8e-948375858e4f
5f5e58ac-9601-413c-af80-12bcae1b9019,f77d6ce6-02e3-4dd0-bb97-212031a179fc
5f5e58ac-9601-413c-af80-12bcae1b9019,10bf4bf1-a737-44c3-a4dc-5660607cea79
b230879e-fbb4-4e38-914f-f12680e47c52,30dd1f3e-697e-4222-a628-989cbee3d66c
b230879e-fbb4-4e38-914f-f12680e47c52,a86355f7-6858-4561-b9d4-d0f28fd91085
b230879e-fbb4-4e38-914f-f12680e47c52,87095051-8a37-4435-9a01-f802119ea27e
b230879e-fbb4-4e38-914f-f12680e47c52,7fe373b4-e5e9-4b98-bbde-2644012e590b
b230879e-fbb4-4e38-914f-f12680e47c52,656489ef-848e-4803-9f02-510d0dd72b0e
c170a248-034a-4749-8d47-c68a13633359,016c66f5-a905-4f3b-87a2-1cc097415afb
c170a248-034a-4749-8d47-c68a13633359,962e9fff-fb4a-49da-9a79-8a66fb3cc29f
c170a248-034a-4749-8d47-c68a13633359,dd55ef99-a858-447c-85e4-a09818142e59
c170a248-034a-4749-8d47-c68a13633359,9f6aaab4-9893-46b5-b8fa-efe49206fe54
c170a248-034a-4749-8d47-c68a13633359,3f2f9dcf-eda1-479a-b847-4d40584b686c
79b465ac-a347-4172-b8b2-8b1d74e58c79,52130fcd-7a2b-4344-8134-9ebf2b22075d
79b465ac-a347-4172-b8b2-8b1d74e58c79,63a5ef19-1e98-46f1-83a0-be89fe1ad1d6
79b465ac-a347-4172-b8b2-8b1d74e58c79,c58916d8-f915-4255-bd44-8304a5969d42
79b465ac-a347-4172-b8b2-8b1d74e58c79,c97eab19-176c-4e02-aeba-833507625787
79b465ac-a347-4172-b8b2-8b1d74e58c79,8a0f44b9-41cf-41b9-b365-1fe0e087d4c5
8464e916-b5f9-480a-8625-7864a05e0152,e243be8f-5c8d-42af-80a3-687cae31ff9b
8464e916-b5f9-480a-8625-7864a05e0152,97a96818-09f1-443f-8713-f9f77df349c0
8464e916-b5f9-480a-8625-7864a05e0152,1b18cfd4-80f4-4f0d-8bc3-a2922a5997ea
8464e916-b5f9-480a-8625-7864a05e0152,7518d685-ea9d-4058-aaa0-f0dd1aaa519d
8464e916-b5f9-480a-8625-7864a05e0152,bc991c5e-fd5d-4693-8aca-f9d81428a46b
8464e916-b5f9-480a-8625-7864a05e0152,2d0eeba0-f292-4280-9084-0410cb0ebae0
553500c1-c460-4a30-a06c-a4aa2823717c,e243be8f-5c8d-42af-80a3-687cae31ff9b
553500c1-c460-4a30-a06c-a4aa2823717c,97a96818-09f1-443f-8713-f9f77df349c0
553500c1-c460-4a30-a06c-a4aa2823717c,1b18cfd4-80f4-4f0d-8bc3-a2922a5997ea
553500c1-c460-4a30-a06c-a4aa2823717c,7518d685-ea9d-4058-aaa0-f0dd1aaa519d
553500c1-c460-4a30-a06c-a4aa2823717c,bc991c5e-fd5d-4693-8aca-f9d81428a46b
487726f4-c395-4477-bff0-51e7941686b9,f9621b90-9094-4d0c-b0f9-9a0ae6e2b4ad
487726f4-c395-4477-bff0-51e7941686b9,7c1a617d-95c9-4b28-b1b3-22aa0d045cb9
97fe50cc-5ded-45ef-a9d6-88bd88ea6be3,6e126efb-b27c-411e-a4ff-ee553e1d97a0
58b80405-1794-476a-91bb-a812a24796c4,6e126efb-b27c-411e-a4ff-ee553e1d97a0
adab55b2-de16-4bae-80f9-1a9dec326511,2d97fa84-fd0a-4963-bebb-5dcde26deba7
fbf2a117-629c-43ea-8116-313835f2c5a4,5733006f-037d-4b6e-92c5-f1cd6253bf26
fbf2a117-629c-43ea-8116-313835f2c5a4,3f679621-a0b6-4c53-bc68-b0d7245e79a2
fbf2a117-629c-43ea-8116-313835f2c5a4,345359f1-7d0c-4058-ac45-207eb390eab3
fbf2a117-629c-43ea-8116-313835f2c5a4,5c7d8d54-49eb-4e58-a770-9318d9c5b2dc
fbf2a117-629c-43ea-8116-313835f2c5a4,2d893b30-28b8-41ed-b443-e69550c32cf1
fa51c997-3739-44a2-b9ac-b61dcee5cdc8,afb9f1be-5493-4263-9019-761b9253a055
2afbbfe3-3c7f-4369-936b-500a1bac517e,7b252d6f-2ba8-4070-a30e-82232d1d5b39
2afbbfe3-3c7f-4369-936b-500a1bac517e,14d2ffbc-870f-4d17-928e-6ef6e7e28e28
